id,school_id,date,date_precision,location,affected_communities,category,summary,source_ids,source_types,institutional_response,response_date,legal_status,verification_status,confidence,tags,created_at,updated_at,record_hash
evt_2026_0489,cuny_hunter_college,2024-01-01,year,"New York, NY",Ethnicity,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for CUNY Hunter College: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et24,2026-06-03,2026-06-03,sha256:ea7fa912c7b00737b9ba30d9edc919fddfe6eba0641f4996db4ee1e5d73dc930
evt_2026_0490,cleveland_state_university,2024-01-01,year,"CLEVELAND, OH",Ethnicity,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Cleveland State University: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et24,2026-06-03,2026-06-03,sha256:3c6b7bbc93551d709190594030f0c1015c903c45db794ef6520b6b4443bd2796
evt_2026_0491,university_of_oregon,2024-01-01,year,"Eugene, OR",National origin,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Oregon: Intimidation characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-nat24,2026-06-03,2026-06-03,sha256:a24738bbd90fd61b6081f6ff7ebdc742274c7f187d902b5b062111597108e12a
evt_2026_0492,harrisburg_area_community_college,2024-01-01,year,"HARRISBURG, PA",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Harrisburg Area Community College: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac24,2026-06-03,2026-06-03,sha256:780a3b4e75c38175797501ea3097136623397e2b99b5f2eadc0136fdb18532c2
evt_2026_0493,austin_peay_state_university,2022-01-01,year,"CLARKSVILLE, TN",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Austin Peay State University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac22,2026-06-03,2026-06-03,sha256:4c7d4b77db1cf06bc60808c420f5ea3a8fd8ffc0e64746ecabef2bcc8b03d918
evt_2026_0494,mcallen_careers_institute,2024-01-01,year,"McAllen, TX",Gender,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for McAllen Careers Institute: Intimidation characterized by Gender.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gen24,2026-06-03,2026-06-03,sha256:c3863cff0bd9bb978dfc078ad84f879bd28a248421ab9325d8fdf64a91122a94
evt_2026_0495,university_of_virginia_main_campus,2024-01-01,year,"CHARLOTTESVILLE, VA",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Virginia-Main Campus: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel24,2026-06-03,2026-06-03,sha256:ecd41413a0102723e6e013896a4978abc4f6e21c36cb6b3a7c0f0c82ed972bf7
evt_2026_0496,saint_martin_s_university,2024-01-01,year,"LACEY, WA",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Saint Martin's University: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex24,2026-06-03,2026-06-03,sha256:a91e4d87494dab25d28d6bf18297150b280fa2afe10f20261d4a1c339f0d721b
evt_2026_0497,university_of_wisconsin_stevens_point,2023-01-01,year,"STEVENS POINT, WI",LGBTQ+,Vandalism,ED campus safety data listed 2 reported on-campus hate-crime statistics for University of Wisconsin-Stevens Point: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex23,2026-06-03,2026-06-03,sha256:ec50900f64e5f7580661cf92dad07f012fc2195f86f4f3f3b765d3fd77b32f06
evt_2026_0498,university_of_california_irvine,2024-01-01,year,"IRVINE, CA",Religion,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for University of California-Irvine: Simple assault characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rel24,2026-06-03,2026-06-03,sha256:5b00635f8ce462e0d76a01eec6a94ddbcca6178d2e266c2207cc7a926092cc74
evt_2026_0499,colorado_mesa_university,2022-01-01,year,"GRAND JUNCTION, CO",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Colorado Mesa University: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex22,2026-06-03,2026-06-03,sha256:d0eab973d3ca3dd992a97a12a4f65af3d44a71c3a7ad902838c54606260946eb
evt_2026_0500,georgia_college_and_state_university,2023-01-01,year,"MILLEDGEVILLE, GA",LGBTQ+,Other source-backed civil rights event,ED campus safety data listed one reported on-campus hate-crime statistic for Georgia College & State University: Larceny-theft characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; lar-t-gid23,2026-06-03,2026-06-03,sha256:0a8cd9ce88ab072b8eb9783b47de74482189711a67885f435d99c091872a6584
evt_2026_0501,illinois_college,2024-01-01,year,"JACKSONVILLE, IL",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Illinois College: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex24,2026-06-03,2026-06-03,sha256:2c1f4e7f82541a3c4ed4efbd2918ee2e76ee067209856bacc7bfd50c8001caf9
evt_2026_0502,university_of_notre_dame,2022-01-01,year,"Notre Dame, IN",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Notre Dame: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac22,2026-06-03,2026-06-03,sha256:ba224c8290970db6f284fbc37fd8b05dcb7822ebd12a674cead7a769950941f1
evt_2026_0503,western_new_england_university,2024-01-01,year,"SPRINGFIELD, MA",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Western New England University: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex24,2026-06-03,2026-06-03,sha256:e99d0988316405d27121df1972a9470ce790897ff7f850d58ef09e708b1e6d2c
evt_2026_0504,maryland_institute_college_of_art,2022-01-01,year,"BALTIMORE, MD",Ethnicity,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Maryland Institute College of Art: Destruction/damage/vandalism characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-et22,2026-06-03,2026-06-03,sha256:d2a2844c87fb42e2b57a13ef41ef685f64f76dd8042c9ead712c3ac661f7be25
evt_2026_0505,wayne_state_university,2024-01-01,year,"Detroit, MI",Ethnicity,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Wayne State University: Destruction/damage/vandalism characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-et24,2026-06-03,2026-06-03,sha256:6b2720fad03a0b23d3e78900f4ffe1c114b4a2624245892e88596a4efa9b4a10
evt_2026_0506,carleton_college,2023-01-01,year,"NORTHFIELD, MN",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Carleton College: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac23,2026-06-03,2026-06-03,sha256:bab869870db6e6476286c5b61cc9d050478ec070b0abf24666c992673427c23e
evt_2026_0507,webster_university,2024-01-01,year,"SAINT LOUIS, MO",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Webster University: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex24,2026-06-03,2026-06-03,sha256:359ae5219dedacc077886ff430f486e7101701e138eeea618ed28ca855caea02
evt_2026_0508,university_of_north_carolina_wilmington,2024-01-01,year,"Wilmington, NC",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of North Carolina Wilmington: Simple assault characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-sex24,2026-06-03,2026-06-03,sha256:cc6d927789403259bc50a1c08b2ef53e85f15a399fdf8670e3209e2ea98ef158
evt_2026_0509,ramapo_college_of_new_jersey,2024-01-01,year,"MAHWAH, NJ",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Ramapo College of New Jersey: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel24,2026-06-03,2026-06-03,sha256:aaa066dc1cd330280bf6f831c7aacf122da0967d4e8c1114a0051d8cb8096f76
evt_2026_0510,suny_buffalo_state_university,2024-01-01,year,"BUFFALO, NY",Religion,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for SUNY Buffalo State University: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel24,2026-06-03,2026-06-03,sha256:d6f4d97d5dfa1535faf860f8c91727b992cfda228f079a3a91ce1c139f0b4ac3
evt_2026_0511,mount_vernon_nazarene_university,2024-01-01,year,"Mount Vernon, OH",National origin,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Mount Vernon Nazarene University: Intimidation characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-nat24,2026-06-03,2026-06-03,sha256:51cc98ffe61961c4c8f7a8f125fe2d6e2237681ea886b9a48b8abf580da7476d
evt_2026_0512,university_of_portland,2023-01-01,year,"PORTLAND, OR",Race,Vandalism,ED campus safety data listed 2 reported on-campus hate-crime statistics for University of Portland: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac23,2026-06-03,2026-06-03,sha256:9380a41c17dc69fa2bd6937725d43909c7359ab94010f0ea1b72673aa5b8e0f8
evt_2026_0513,juniata_college,2024-01-01,year,"HUNTINGDON, PA",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Juniata College: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac24,2026-06-03,2026-06-03,sha256:02e0051187c9f01e4167166cc01b4be596e804ca02d42fddfc1e3176095d3466
evt_2026_0514,columbia_state_community_college,2022-01-01,year,"Franklin, TN",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Columbia State Community College: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac22,2026-06-03,2026-06-03,sha256:a30aa385fc1461b9b861a382c3c036c99ac531f797b28f800204a59ff730442f
evt_2026_0515,northeast_lakeview_college,2024-01-01,year,"Universal City, TX",Gender,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Northeast Lakeview College: Simple assault characterized by Gender.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-gen24,2026-06-03,2026-06-03,sha256:a69e5744aa0f435d6c0d34f2152bcdc213dd7c015ee443b11856f0446fcfa2f5
evt_2026_0516,virginia_polytechnic_institute_and_state_university,2024-01-01,year,"BLACKSBURG, VA",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Virginia Polytechnic Institute and State University: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel24,2026-06-03,2026-06-03,sha256:fca9c41b90b0a3c1862547c9bf2dbed980ae3425d1dc599be525119fef1ee150
evt_2026_0517,seattle_pacific_university,2024-01-01,year,"SEATTLE, WA",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Seattle Pacific University: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex24,2026-06-03,2026-06-03,sha256:271936bb2f9d615ae0962b1f47eed4d3403ab33f3e14ea22c607ff13d277c7c5
evt_2026_0518,lakeland_university,2023-01-01,year,"Plymouth, WI",Students with disabilities,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Lakeland University: Intimidation characterized by Students with disabilities.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-dis23,2026-06-03,2026-06-03,sha256:a9377236fead438925d9770cecdabbaa2002b8bf9bccb1a13b9ced646ffd7ad8
evt_2026_0519,university_of_california_santa_cruz,2024-01-01,year,"SANTA CRUZ, CA",Religion,Vandalism,ED campus safety data listed 2 reported on-campus hate-crime statistics for University of California-Santa Cruz: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel24,2026-06-03,2026-06-03,sha256:a51c9b9591efa0459a19f7a8fe8756ecf6b11f5bea9d86fd17d76aa3573b95f5
evt_2026_0520,trinidad_state_college,2022-01-01,year,"Alamosa, CO",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Trinidad State College: Simple assault characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-sex22,2026-06-03,2026-06-03,sha256:b125a83d52031c961926299b3bde02291c917007c710a2a39566585c1bb6e4f3
evt_2026_0521,gordon_state_college,2023-01-01,year,"BARNESVILLE, GA",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Gordon State College: Simple assault characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-sex23,2026-06-03,2026-06-03,sha256:e8465be60930b99b04b1f0b26a94aa04fc62ada6aa57c47efd265b3fe9c91dad
evt_2026_0522,illinois_state_university,2024-01-01,year,"NORMAL, IL",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Illinois State University: Simple assault characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-sex24,2026-06-03,2026-06-03,sha256:17d0b402469f37df87ccc502373369941bdd7ffb979ceb82980b57022f904bf7
evt_2026_0523,wheaton_college_massachusetts,2024-01-01,year,"NORTON, MA",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Wheaton College (Massachusetts): Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel24,2026-06-03,2026-06-03,sha256:5f32c773d7322bc28feeadd705d2825f16dfcd1aae83fb8a0c8cdf9d2b7a8626
evt_2026_0524,aquinas_college,2023-01-01,year,"GRAND RAPIDS, MI",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Aquinas College: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel23,2026-06-03,2026-06-03,sha256:bf9d0d666f157afa7df826c43ebbbbbef13c996b5a1944199475bada7be68cb1
evt_2026_0525,century_college,2023-01-01,year,"WHITE BEAR LAKE, MN",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Century College: Simple assault characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rac23,2026-06-03,2026-06-03,sha256:7c771c0f578c4b1b0141a6fc6ac59fe1a0f79868aaee17d5f26dcf231f80551c
evt_2026_0526,university_of_the_pacific,2024-01-01,year,"San Francisco, CA",Ethnicity,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for University of the Pacific: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et24,2026-06-03,2026-06-03,sha256:d825325348ba5f9e41a6711402823ad927bbcb7fdb39c4a04815e97b7b32beed
evt_2026_0527,gupton_jones_college_of_funeral_service,2023-01-01,year,"Decatur, GA",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Gupton Jones College of Funeral Service: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gid23,2026-06-03,2026-06-03,sha256:88ff08f659627ea87d97f5205122721b7ff25b6fed83703c792cdd88462ee61d
evt_2026_0528,kishwaukee_college,2024-01-01,year,"MALTA, IL",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Kishwaukee College: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac24,2026-06-03,2026-06-03,sha256:92f68fe518dd99dff633c5599f5243469d7ce355526be5cd20cf2bb72dd1a67d
evt_2026_0529,worcester_polytechnic_institute,2024-01-01,year,"WORCESTER, MA",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Worcester Polytechnic Institute: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-gid24,2026-06-03,2026-06-03,sha256:7711ef5aa725a051a7df9d15e83064b0e2a0778743090d57900ec5b9fcaf2078
evt_2026_0530,baker_college,2023-01-01,year,"Owosso, MI",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Baker College: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac23,2026-06-03,2026-06-03,sha256:819e18f4bd2dff2384485c9547c84133f74d0e110e28b2a107faf962b157cf65
