id,school_id,school_name,school_city,school_state,school_country,date,date_precision,location,affected_communities,category,summary,source_ids,source_types,source_titles,source_publishers,source_urls,institutional_response,response_depth,response_date,legal_status,verification_status,confidence,review_tier,tags,created_at,updated_at,record_hash
evt_2026_3868,middle_tennessee_state_university,Middle Tennessee State University,MURFREESBORO,TN,US,2021-01-01,year,"MURFREESBORO, TN",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Middle Tennessee State University: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac21,2026-06-03,2026-06-03,sha256:1dcc1f745f5e1c17a6f309b50db54f4d757a78f9242a2cb839b2c7b2fdd0a295
evt_2026_3869,lamar_university,Lamar University,BEAUMONT,TX,US,2021-01-01,year,"BEAUMONT, TX",Race,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for Lamar University: Intimidation characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac21,2026-06-03,2026-06-03,sha256:fd6a88ecffa6d4251b0eaaf9b543f48ffc04b070b8b768818a80c00b7f98fcc8
evt_2026_3870,brigham_young_university,Brigham Young University,PROVO,UT,US,2021-01-01,year,"PROVO, UT",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Brigham Young University: Simple assault characterized by LGBTQ+.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-sex21,2026-06-03,2026-06-03,sha256:96c4a1ad571a823b0d71fe93acf5b15affab09a4adf5166c68d40ac77a34780a
evt_2026_3871,william_and_mary,William & Mary,WILLIAMSBURG,VA,US,2021-01-01,year,"WILLIAMSBURG, VA",LGBTQ+,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for William & Mary: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex21,2026-06-03,2026-06-03,sha256:63dfb65b96106e0974fb63a33b509ceaf1dbb696be1dc7124a099d6bfc78491f
evt_2026_3872,middlebury_college,Middlebury College,Middlebury,VT,US,2021-01-01,year,"MIDDLEBURY, VT",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Middlebury College: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gid21,2026-06-03,2026-06-03,sha256:12bc626cd4a3a47720a4518d11a958f13242b8c82dc1625764531b7b1ff3d8db
evt_2026_3873,clark_college,Clark College,VANCOUVER,WA,US,2021-01-01,year,"VANCOUVER, WA",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Clark College: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex21,2026-06-03,2026-06-03,sha256:533de3fa1f06edbf1d47ed8a410b64c418a195cea7f53c0d8fc5d7e647a7b05c
evt_2026_3874,viterbo_university,Viterbo University,LA CROSSE,WI,US,2021-01-01,year,"LA CROSSE, WI",Race,Vandalism,ED campus safety data listed 2 reported on-campus hate-crime statistics for Viterbo University: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac21,2026-06-03,2026-06-03,sha256:a0675a95e2b8448a67a62566ae119435dfee703335729783e7315b1db0839294
evt_2026_3875,university_of_alabama_at_birmingham,University of Alabama at Birmingham,BIRMINGHAM,AL,US,2021-01-01,year,"BIRMINGHAM, AL",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Alabama at Birmingham: Aggravated assault characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; agg-a-rac21,2026-06-03,2026-06-03,sha256:96bf917883c4f82e898e33833a10c2f48e9e5015e7c070295c368797924ab705
evt_2026_3876,yavapai_college,Yavapai College,Prescott,AZ,US,2021-01-01,year,"Prescott, AZ",Students with disabilities,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Yavapai College: Intimidation characterized by Students with disabilities.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,imported_public_source,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-dis21,2026-06-03,2026-06-03,sha256:38d67a73a44ccd8bb35514151c490aa4841b6cc5cacf5c3587ea195a21109dfb
evt_2026_3877,chapman_university,Chapman University,Orange,CA,US,2021-01-01,year,"ORANGE, CA",Race,Vandalism,ED campus safety data listed 2 reported on-campus hate-crime statistics for Chapman University: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac21,2026-06-03,2026-06-03,sha256:8c1f8bc6be61d4efa257450597163942e567a94bd0146344cab0e2ecb6cd3eec
evt_2026_3878,university_of_colorado_boulder,University of Colorado Boulder,Boulder,CO,US,2021-01-01,year,"Boulder, CO",Race,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for University of Colorado Boulder: Intimidation characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac21,2026-06-03,2026-06-03,sha256:24f711ea73c66599017c4d069576a480155b0a1e98fbca97ac12e3810327dca0
evt_2026_3879,university_of_connecticut,University of Connecticut,STORRS,CT,US,2021-01-01,year,"STORRS, CT",Ethnicity,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Connecticut: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et21,2026-06-03,2026-06-03,sha256:328e30b86ec03afabaca997dd49d82aa2ab9bd3a41814fc7b340d40417c72306
evt_2026_3880,the_catholic_university_of_america,The Catholic University of America,WASHINGTON,DC,US,2021-01-01,year,"WASHINGTON, DC",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for The Catholic University of America: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac21,2026-06-03,2026-06-03,sha256:28a191bf2428c4dec67823837760611a68b625ce75ea75c3daa838f5c7805df7
evt_2026_3881,lynn_university,Lynn University,BOCA RATON,FL,US,2021-01-01,year,"BOCA RATON, FL",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Lynn University: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac21,2026-06-03,2026-06-03,sha256:5e2e7fd2d48f77572b4375d9881ea55baa3231909426982a8b04fec82c47a2c5
evt_2026_3882,mercer_university,Mercer University,Macon,GA,US,2021-01-01,year,"Macon, GA",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Mercer University: Intimidation characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac21,2026-06-03,2026-06-03,sha256:4ea9ba91dc9ce94c0754ea7922bb575213ac94383e511b40cbc2b1507bae8a28
evt_2026_3883,university_of_northern_iowa,University of Northern Iowa,CEDAR FALLS,IA,US,2021-01-01,year,"CEDAR FALLS, IA",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for University of Northern Iowa: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac21,2026-06-03,2026-06-03,sha256:147fdc320bb6c0b65754409968d3ce2c0478d86368e564f2a4de436b29d4b7ae
evt_2026_3884,boise_state_university,Boise State University,BOISE,ID,US,2021-01-01,year,"BOISE, ID",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Boise State University: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex21,2026-06-03,2026-06-03,sha256:f2688830c8dd6fd9cd4627dbfa6322d6bb23703df866088dd15381d58027e166
evt_2026_3885,southern_illinois_university_carbondale,Southern Illinois University-Carbondale,Carbondale,IL,US,2021-01-01,year,"Carbondale, IL",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Southern Illinois University-Carbondale: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac21,2026-06-03,2026-06-03,sha256:fb8c97e92c4ada7bdc4ed8d2b46006ff771670e103a7161747bb080852129aee
evt_2026_3886,manchester_university,Manchester University,NORTH MANCHESTER,IN,US,2021-01-01,year,"NORTH MANCHESTER, IN",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Manchester University: Intimidation characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac21,2026-06-03,2026-06-03,sha256:54133ad2e3e231291ec4c74dd7c65832dce1a2f5e54f9002b97dba8e7dce50d9
evt_2026_3887,johnson_county_community_college,Johnson County Community College,OVERLAND PARK,KS,US,2021-01-01,year,"OVERLAND PARK, KS",Gender,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Johnson County Community College: Intimidation characterized by Gender.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gen21,2026-06-03,2026-06-03,sha256:318ad7f5b7aa1bd32d3d7c07f187f7776bab59848d0cc75924c01d9ce49ca868
evt_2026_3888,southeastern_louisiana_university,Southeastern Louisiana University,HAMMOND,LA,US,2021-01-01,year,"HAMMOND, LA",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Southeastern Louisiana University: Intimidation characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac21,2026-06-03,2026-06-03,sha256:feaeb9be2d5dd9ee2b1eca60d6341b6ae9c91ed07c11a462f7294d816f962ce9
evt_2026_3889,massachusetts_college_of_liberal_arts,Massachusetts College of Liberal Arts,North Adams,MA,US,2021-01-01,year,"North Adams, MA",Religion,Vandalism,ED campus safety data listed 2 reported on-campus hate-crime statistics for Massachusetts College of Liberal Arts: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel21,2026-06-03,2026-06-03,sha256:82960e64c554103d87fb5f893f955a9e26d00abb8fc69a1af7c6e62b4a3e9d66
evt_2026_3890,carroll_community_college,Carroll Community College,WESTMINSTER,MD,US,2021-01-01,year,"WESTMINSTER, MD",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Carroll Community College: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac21,2026-06-03,2026-06-03,sha256:77c7b9023eb42ff9545817e7edd90a8b6980223bc4a47a860ce7b0238db4e921
evt_2026_3891,university_of_michigan_ann_arbor,University of Michigan-Ann Arbor,ANN ARBOR,MI,US,2021-01-01,year,"ANN ARBOR, MI",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Michigan-Ann Arbor: Intimidation characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac21,2026-06-03,2026-06-03,sha256:67346527bb8bda5828076021cfe6d015874d06c2ff31fb3a7f5f33af719f470c
evt_2026_3892,metropolitan_state_university,Metropolitan State University,Minneapolis,MN,US,2021-01-01,year,"Minneapolis, MN",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Metropolitan State University: Intimidation characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac21,2026-06-03,2026-06-03,sha256:1598e5d7de2fa1d57b69bbc6b15fb9bd8153a032e75f96354b0278b3c6681958
evt_2026_3893,washington_university_in_st_louis,Washington University in St Louis,SAINT LOUIS,MO,US,2021-01-01,year,"SAINT LOUIS, MO",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Washington University in St Louis: Simple assault characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rac21,2026-06-03,2026-06-03,sha256:c71bc2f059c68629d4bfe848349bf487f71b2287522ea567f0ad17cb39ca45cd
evt_2026_3894,university_of_north_carolina_at_chapel_hill,University of North Carolina at Chapel Hill,CHAPEL HILL,NC,US,2021-01-01,year,"CHAPEL HILL, NC",Race,Other source-backed civil rights event,ED campus safety data listed one reported on-campus hate-crime statistic for University of North Carolina at Chapel Hill: Burglary characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; burgla-rac21,2026-06-03,2026-06-03,sha256:71d4174c4c6fac0916290e4b95778d1454b68458c5dc09c2a7d9855e0b87f512
evt_2026_3895,university_of_nebraska_at_omaha,University of Nebraska at Omaha,OMAHA,NE,US,2021-01-01,year,"OMAHA, NE",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for University of Nebraska at Omaha: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex21,2026-06-03,2026-06-03,sha256:b5dbbd69037f9e5f7d04206b90749f3ecec2dafdaf23b655cd79c4afe74403bd
evt_2026_3896,nashua_community_college,Nashua Community College,NASHUA,NH,US,2021-01-01,year,"NASHUA, NH",Race,Other source-backed civil rights event,ED campus safety data listed one reported on-campus hate-crime statistic for Nashua Community College: Robbery characterized by Race.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; robbe-rac21,2026-06-03,2026-06-03,sha256:1342ff6de3a0c3687ae5e7dcb6d2453f348a842a5b2222b664c419b5aa1bab6e
evt_2026_3897,montclair_state_university,Montclair State University,MONTCLAIR,NJ,US,2021-01-01,year,"MONTCLAIR, NJ",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Montclair State University: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2024_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2024 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2024EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety on-campus dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2021-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex21,2026-06-03,2026-06-03,sha256:d1e9dd5ec3e4f93dde1219ef9ff3efbd23d540059ff036789025bb38076d4cbc
